Table  Time-based BUFR (0309052) at End
                  BUFR Data                     
TIME    PRES.   HGT/MSL  TEMP.   RH     DEWP   W.D    W.S     8042      
Sec      mb      Meter     °C      %      °C    Deg.  Knots   Code Table
------------------------------------------------------------------------
   0  1010.6      45     26.0     92     24.6    010    1.5   145408
   5  1006.4      84     25.8     85     23.0    339    6.9        0
  10  1003.5     108     25.8     82     22.5    346    6.7        0
  15  1000.8     131     25.9     82     22.7    355    6.6     2048
  17  1000.0     138     25.9     82     22.7    356    6.5    65536
  19   998.6     151     26.0     82     22.8    358    6.5     8192
  20   998.3     153     25.9     82     22.8    359    6.5        0
  25   996.1     173     25.8     83     22.7    002    6.5        0
  28   994.7     185     25.7     83     22.6    005    6.6     2048
  30   993.8     193     25.6     83     22.5    005    6.4        0
  35   991.2     216     25.4     83     22.4    008    6.2        0
  40   988.4     242     25.2     84     22.3    011    5.9        0
  45   985.7     265     25.1     84     22.3    014    5.7        0
  50   983.1     289     24.8     85     22.2    017    5.6        0
  52   981.8     300     24.7     85     22.1    019    5.6     2048
  55   980.5     312     24.6     86     22.1    021    5.6        0
  60   977.7     337     24.4     86     22.0    024    5.5        0
  65   974.8     364     24.2     87     21.9    028    5.5        0
  70   971.7     391     23.9     88     21.8    034    5.5        0
  75   968.6     419     23.7     88     21.7    039    5.6        0
  80   965.5     450     23.6     89     21.7    045    5.6        0
  85   962.6     475     23.5     89     21.6    050    5.7        0
  90   960.1     497     23.4     89     21.5    051    5.7        0
  95   957.5     521     23.3     88     21.3    052    5.6        0
 100   954.6     547     23.1     88     21.0    052    5.6        0
 105   951.8     574     23.0     88     20.8    053    5.6        0
 110   948.8     600     22.8     87     20.6    052    5.3     2048
 115   946.4     623     22.6     87     20.4    051    5.1        0
 120   943.8     647     22.4     87     20.3    050    4.9        0
 125   941.1     672     22.3     88     20.1    048    4.7        0
 130   938.3     698     22.1     88     20.0    051    4.8        0
 135   935.5     724     21.8     88     19.8    054    4.9        0
 140   932.8     749     21.6     88     19.6    057    5.1        0
 145   930.1     775     21.4     88     19.5    059    5.2        0
 150   927.4     800     21.3     88     19.3    058    5.2        0
 154   925.0     822     21.2     88     19.2    058    5.2    65536
 155   924.5     826     21.2     88     19.1    058    5.2        0
 160   921.5     856     21.0     88     19.0    057    5.2        0
 165   918.5     884     20.9     88     18.9    056    5.2        0
 168   916.8     900     20.8     88     18.8    057    5.2     2048
 170   915.6     911     20.7     88     18.7    058    5.2        0
 175   912.9     937     20.6     88     18.5    060    5.3        0
 180   910.4     960     20.4     88     18.4    062    5.5        0
 185   907.9     985     20.3     88     18.3    064    5.6        0
 190   905.4    1008     20.1     88     18.2    065    5.7        0
 195   903.0    1031     20.0     89     18.1    066    5.9        0
 200   900.6    1055     19.8     89     18.0    067    6.0        0
 205   898.2    1077     19.7     90     17.9    068    6.2        0
 210   895.7    1101     19.5     90     17.8    070    6.3        0
 215   893.2    1126     19.3     90     17.7    071    6.4        0
 220   890.9    1148     19.1     91     17.6    073    6.4        0
 225   888.6    1170     18.9     92     17.5    074    6.5        0
 230   886.2    1193     18.6     92     17.3    074    6.6        0
 235   883.6    1219     18.4     93     17.2    073    6.6        0
 240   880.8    1247     18.2     93     17.1    072    6.7        0
 245   878.0    1275     18.0     94     17.1    071    6.8        0
 250   875.3    1300     17.9     95     17.0    073    6.9        0
 255   872.7    1326     17.8     95     17.0    075    7.0        0
 260   869.9    1353     17.7     96     17.0    077    7.1        0
 265   867.1    1382     17.5     96     16.9    078    7.2        0
 270   864.4    1408     17.4     96     16.8    082    7.3        0
 275   861.9    1433     17.3     97     16.8    085    7.4        0
 280   859.4    1458     17.2     97     16.8    088    7.6        0
 285   856.9    1483     17.2     97     16.8    090    7.7        0
 288   855.5    1497     17.1     98     16.7    092    7.8     4096
 290   854.4    1508     17.0     97     16.5    093    7.8        0
 295   852.0    1532     16.7     96     16.1    095    7.9        0
 299   850.0    1552     16.4     96     15.7    097    8.0    65536
 300   849.5    1557     16.4     95     15.6    097    8.0        0
 305   847.2    1580     16.2     95     15.5    099    8.1        0
 310   845.0    1602     16.1     95     15.4    100    8.3        0
 315   842.6    1627     16.0     95     15.3    100    8.4        0
 320   840.3    1650     16.0     96     15.4    100    8.6        0
 325   838.2    1671     16.0     96     15.5    100    8.7        0
 330   835.7    1697     16.0     97     15.5    099    8.6        0
 335   832.9    1726     15.9     97     15.4    098    8.6        0
 340   830.2    1754     15.8     97     15.3    097    8.5        0
 345   827.8    1778     15.6     96     15.0    095    8.4        0
 350   825.5    1802     15.4     96     14.8    095    8.5        0
 355   823.2    1825     15.2     95     14.5    095    8.6        0
 360   820.8    1850     15.1     95     14.3    096    8.7        0
 365   818.4    1875     15.0     95     14.1    096    8.8        0
 370   816.0    1900     14.8     94     14.0    096    8.9        0
 375   813.7    1924     14.7     95     13.8    096    9.0        0
 380   811.6    1946     14.5     94     13.7    096    9.1        0
 385   809.6    1967     14.5     95     13.7    096    9.2        0
 390   807.5    1989     14.5     95     13.7    098    9.0        0
 395   805.3    2012     14.5     96     13.8    100    8.8        0
 400   803.3    2033     14.4     96     13.8    102    8.7        0
 405   801.2    2054     14.3     96     13.7    104    8.5        0
 410   799.1    2078     14.3     96     13.7    105    8.6        0
 415   797.0    2100     14.2     96     13.6    106    8.7     2048
 420   794.6    2126     14.1     97     13.5    107    8.8        0
 425   792.3    2150     14.0     96     13.4    109    8.8        0
 430   790.0    2174     13.9     96     13.2    109    9.0        0
 435   787.6    2202     13.7     96     13.0    110    9.1        0
 440   785.3    2226     13.6     95     12.9    111    9.2        0
 445   783.3    2247     13.5     95     12.8    111    9.3        0
 450   781.3    2268     13.4     95     12.7    112    9.1        0
 455   779.1    2292     13.3     95     12.5    114    9.0        0
 460   776.8    2318     13.2     95     12.4    115    8.9        0
 465   774.4    2343     13.0     95     12.2    116    8.7        0
 470   772.1    2369     12.9     95     12.1    116    8.7        0
 475   770.0    2391     12.7     95     11.9    116    8.8        0
 480   767.9    2415     12.6     94     11.7    116    8.8        0
 485   765.7    2439     12.5     94     11.5    116    8.8        0
 490   763.6    2462     12.3     93     11.3    117    8.8        0
 495   761.5    2486     12.2     93     11.1    118    8.9        0
 500   759.5    2507     12.1     93     10.9    118    8.9        0
 505   757.6    2528     12.0     92     10.8    119    9.0        0
 510   755.7    2549     12.0     93     10.8    118    9.1        0
 515   753.7    2571     11.9     93     10.8    117    9.2        0
 520   751.8    2593     11.9     93     10.8    117    9.3        0
 525   749.9    2615     11.8     93     10.7    116    9.4        0
 530   748.0    2635     11.7     93     10.6    116    9.5        0
 535   746.2    2656     11.6     93     10.4    116    9.7        0
 540   744.4    2676     11.4     92     10.3    116    9.9        0
 545   742.5    2697     11.3     92     10.0    116   10.1        0
 550   740.6    2719     11.1     91      9.7    116    9.9        0
 555   738.7    2740     11.0     90      9.4    117    9.7        0
 560   736.9    2761     10.9     89      9.1    117    9.5        0
 565   735.1    2781     10.9     87      8.9    117    9.4        0
 570   733.5    2800     10.9     86      8.6    117    9.4        0
 575   731.8    2819     10.9     84      8.4    118    9.4        0
 580   729.9    2841     11.0     83      8.2    118    9.5        0
 585   728.0    2863     11.0     82      8.1    118    9.5        0
 590   726.1    2885     11.0     82      8.2    119    9.7        0
 595   724.2    2906     11.1     82      8.2    119   10.0        0
 600   722.4    2927     11.1     82      8.2    120   10.2        0
 605   720.6    2948     11.0     82      8.0    120   10.4        0
 610   718.8    2969     11.0     81      7.9    121   10.5        0
 615   717.0    2990     10.9     80      7.6    121   10.6        0
 620   715.1    3012     10.8     79      7.4    122   10.6        0
 624   713.8    3028     10.8     79      7.2    122   10.7     4096
 625   713.3    3034     10.7     79      7.2    122   10.7        0
 630   711.6    3053     10.6     79      7.1    123   10.7        0
 635   709.8    3074     10.5     79      7.0    125   10.7        0
 640   708.1    3095     10.3     79      6.9    126   10.7        0
 645   706.3    3115     10.2     80      6.9    127   10.7        0
 650   704.6    3136     10.1     80      6.9    126   10.8        0
 655   702.8    3158      9.9     81      6.8    125   10.9        0
 660   701.0    3178      9.8     81      6.7    124   10.9        0
 663   700.0    3190      9.7     81      6.6    124   11.0    65536
 665   699.3    3199      9.7     81      6.6    123   11.0        0
 670   697.6    3219      9.5     80      6.4    123   11.1        0
 675   695.9    3239      9.4     80      6.2    124   11.2        0
 680   694.2    3259      9.3     80      6.0    124   11.3        0
 685   692.5    3280      9.1     80      6.0    124   11.4        0
 690   690.7    3301      9.0     81      5.9    124   11.3        0
 695   688.8    3324      8.9     82      5.9    124   11.2        0
 700   686.8    3350      8.7     83      6.0    124   11.0        0
 704   685.1    3370      8.6     83      6.0    124   10.9     4096
 705   684.9    3372      8.6     83      6.0    124   10.9        0
 710   683.1    3394      8.5     83      5.8    124   10.8        0
 715   681.4    3414      8.4     83      5.7    124   10.6        0
 720   679.7    3435      8.3     82      5.4    124   10.5        0
 725   677.9    3456      8.2     80      5.1    124   10.4        0
 730   676.1    3478      8.2     79      4.7    125   10.3        0
 735   674.4    3500      8.1     78      4.5    125   10.3        0
 740   672.7    3520      8.0     78      4.4    126   10.2        0
 745   671.0    3542      7.9     78      4.3    127   10.2        0
 750   669.2    3564      7.7     78      4.2    127   10.3        0
 755   667.4    3586      7.6     78      4.1    127   10.3        0
 760   665.5    3609      7.5     78      3.9    128   10.4        0
 765   663.8    3631      7.3     78      3.8    128   10.5        0
 770   662.1    3652      7.2     78      3.6    127   10.7        0
 775   660.3    3674      7.0     78      3.4    127   10.9        0
 780   658.5    3697      6.9     77      3.2    127   11.0        0
 785   656.6    3720      6.8     77      3.0    126   11.2        0
 790   654.8    3744      6.6     77      2.9    126   11.4        0
 795   653.0    3765      6.4     78      2.8    126   11.5        0
 800   651.3    3788      6.2     78      2.7    126   11.7        0
 805   649.5    3811      6.1     78      2.6    125   11.8        0
 810   647.6    3834      6.0     79      2.6    125   11.9        0
 815   645.9    3856      5.9     79      2.5    125   11.9        0
 820   644.1    3878      5.8     78      2.3    124   11.9        0
 825   642.4    3901      5.7     78      2.2    124   11.9        0
 830   640.6    3924      5.5     78      2.0    124   11.7        0
 835   638.8    3947      5.4     77      1.8    124   11.6        0
 840   637.0    3970      5.3     77      1.6    124   11.4        0
 845   635.3    3991      5.1     77      1.4    124   11.3        0
 850   633.6    4013      5.0     77      1.2    125   11.3        0
 855   631.7    4038      4.8     77      1.1    126   11.3        0
 860   629.8    4063      4.7     77      1.0    126   11.2        0
 865   628.0    4086      4.5     77      0.9    127   11.2        0
 870   626.3    4108      4.4     77      0.8    128   11.1        0
 875   624.8    4127      4.3     77      0.7    129   11.0        0
 880   623.3    4147      4.2     77      0.5    130   10.8        0
 885   621.9    4166      4.2     76      0.3    131   10.7        0
 890   620.4    4185      4.1     75      0.2    130   10.6        0
 894   619.3    4200      4.1     74      0.0    129   10.5     2048
 895   619.0    4204      4.1     74     -0.1    129   10.5        0
 900   617.4    4224      4.1     73     -0.3    129   10.4        0
 905   615.9    4244      4.1     72     -0.5    128   10.3        0
 910   614.4    4264      4.0     72     -0.7    127   10.2        0
 915   612.9    4284      3.8     72     -0.8    126   10.1        0
 920   611.4    4305      3.7     72     -0.8    124   10.0        0
 925   610.0    4323      3.7     72     -0.9    123   10.0        0
 930   608.5    4343      3.6     72     -1.0    123    9.9        0
 935   606.9    4365      3.6     71     -1.2    122    9.9        0
 940   605.5    4384      3.5     70     -1.4    122    9.8        0
 945   604.1    4402      3.4     69     -1.7    121    9.8        0
 950   602.7    4421      3.4     68     -2.0    122    9.7        0
 955   601.2    4442      3.3     67     -2.3    123    9.6        0
 960   599.7    4461      3.2     66     -2.6    124    9.5        0
 965   598.3    4480      3.1     64     -3.0    125    9.5        0
 970   596.8    4500      3.1     62     -3.4    124    9.3        0
 975   595.3    4521      2.9     61     -3.8    124    9.2        0
 980   593.8    4542      2.8     60     -4.1    123    9.1        0
 985   592.2    4563      2.7     59     -4.5    123    9.0        0
 990   590.8    4583      2.5     59     -4.7    122    9.1        0
 995   589.4    4602      2.4     59     -4.9    122    9.2        0
1000   588.0    4621      2.2     58     -5.1    122    9.2     4096
1005   586.5    4642      2.0     60     -5.0    121    9.3        0
1010   585.1    4662      1.9     61     -5.0    121    9.4        0
1015   583.6    4682      1.7     61     -4.9    121    9.4        0
1020   582.1    4702      1.5     62     -5.0    121    9.4        0
1025   580.6    4724      1.3     63     -5.0    121    9.5        0
1030   579.1    4745      1.1     64     -5.0    121    9.4        0
1035   577.5    4766      0.9     65     -5.0    121    9.4        0
1040   576.0    4788      0.7     65     -5.1    121    9.3        0
1045   574.4    4810      0.5     66     -5.1    121    9.3        0
1050   572.8    4832      0.4     66     -5.2    121    9.0        0
1054   571.7    4848      0.3     67     -5.2    121    8.8     4096
1055   571.3    4854      0.3     66     -5.3    121    8.8        0
1060   569.8    4875      0.3     63     -5.9    121    8.5        0
1065   568.2    4897      0.3     60     -6.6    121    8.3        0
1070   566.6    4919      0.2     58     -7.2    120    8.1        0
1075   565.0    4942      0.0     56     -7.8    120    7.9        0
1080   563.5    4965     -0.1     54     -8.4    120    7.7        0
1085   561.9    4987     -0.3     53     -8.7    119    7.6        0
1090   560.2    5010     -0.4     52     -9.0    119    7.5        0
1095   558.7    5033     -0.6     52     -9.3    119    7.5        0
1100   557.1    5055     -0.7     51     -9.7    118    7.4        0
1105   555.6    5076     -0.8     49    -10.2    118    7.4     2048
1110   554.0    5100     -1.0     48    -10.6    118    7.3        0
1115   552.4    5124     -1.1     48    -10.9    119    7.2        0
1120   550.8    5147     -1.3     47    -11.3    120    7.0        0
1125   549.2    5169     -1.4     44    -12.2    120    6.9        0
1130   547.6    5192     -1.5     40    -13.3    121    6.5        0
1135   546.0    5216     -1.6     37    -14.4    122    6.1        0
1140   544.3    5242     -1.7     35    -15.4    123    5.7        0
1145   542.5    5267     -1.9     32    -16.4    124    5.3        0
1150   540.6    5295     -2.1     31    -17.2    126    4.9        0
1155   538.8    5322     -2.3     30    -17.7    128    4.4        0
1160   537.1    5347     -2.5     29    -18.2    131    3.9        0
1165   535.4    5372     -2.6     27    -19.4    134    3.5     2048
1170   533.8    5396     -2.8     24    -20.8    132    3.4        0
1175   532.1    5421     -3.0     21    -22.3    130    3.3        0
1180   530.4    5446     -3.1     18    -24.1    127    3.2        0
1185   528.7    5472     -3.2     15    -26.2    124    3.2        0
1190   527.0    5497     -3.3     14    -27.7    125    3.2        0
1195   525.4    5522     -3.4     13    -28.0    126    3.3        0
1200   523.8    5546     -3.5     13    -28.4    127    3.3        0
1205   522.2    5570     -3.7     13    -28.6    128    3.4        0
1210   520.6    5594     -3.9     13    -28.7    130    3.5        0
1215   519.0    5619     -4.0     13    -28.8    131    3.7     4096
1220   517.3    5645     -4.2     13    -28.6    132    3.8        0
1225   515.7    5669     -4.4     14    -28.4    133    3.9        0
1230   514.1    5693     -4.5     14    -28.1    132    4.1        0
1235   512.5    5717     -4.7     15    -27.8    131    4.2        0
1240   510.9    5742     -4.8     16    -27.5    130    4.4        0
1245   509.3    5767     -5.0     16    -27.1    129    4.5        0
1250   507.7    5792     -5.2     17    -26.6    128    4.8        0
1255   506.0    5818     -5.4     18    -26.2    128    5.1        0
1260   504.3    5844     -5.6     19    -25.8    128    5.4        0
1265   502.7    5870     -5.9     20    -25.3    128    5.7        0
1270   501.0    5896     -6.1     21    -24.9    128    5.9        0
1273   500.0    5912     -6.2     22    -24.7    128    6.0    65536
1275   499.5    5920     -6.3     22    -24.6    128    6.1        0
1280   498.1    5941     -6.5     23    -24.3    128    6.3        0
1285   496.8    5962     -6.7     24    -24.2    128    6.5        0
1290   495.5    5983     -6.8     24    -24.3    127    6.6        0
1295   494.1    6005     -7.0     24    -24.5    126    6.6        0
1300   492.6    6028     -7.3     25    -24.1    125    6.7        0
1305   491.1    6052     -7.4     26    -23.8    125    6.8        0
1310   489.6    6075     -7.6     28    -23.3    124    7.2        0
1315   488.2    6098     -7.8     31    -22.2    124    7.6        0
1320   486.7    6122     -8.0     34    -21.3    124    7.9        0
1325   485.3    6145     -8.2     38    -20.3    123    8.3        0
1330   483.8    6169     -8.4     41    -19.3    123    8.6        0
1335   482.3    6192     -8.6     45    -18.5    123    8.9        0
1340   480.9    6216     -8.8     51    -17.3    123    9.2        0
1345   479.4    6239     -9.0     56    -16.1    123    9.5     2048
1350   477.9    6263     -9.2     62    -15.2    125    9.5        0
1355   476.5    6286     -9.3     64    -14.9    128    9.5        0
1360   475.1    6308     -9.4     66    -14.6    130    9.5        0
1365   473.5    6333     -9.5     68    -14.3    132    9.6        0
1370   471.9    6363     -9.5     71    -13.9    136    9.6        0
1375   470.2    6389     -9.6     73    -13.6    141    9.8        0
1376   469.9    6394     -9.6     73    -13.5    142    9.8     4096
1380   468.8    6412     -9.7     72    -13.8    145    9.8        0
1385   467.4    6436     -9.8     71    -14.2    149    9.9        0
1390   465.9    6460     -9.9     69    -14.6    150    9.6        0
1395   464.4    6485     -9.9     63    -15.6    150    9.2        0
1400   463.1    6507     -9.9     58    -16.7    151    8.8        0
1405   462.0    6526     -9.8     51    -18.1    152    8.5     2048
1410   460.9    6544     -9.8     43    -20.1    152    8.1        0
1415   459.7    6563     -9.7     35    -22.5    152    7.7        0
1420   458.6    6583     -9.8     30    -24.3    152    7.3        0
1425   457.4    6603     -9.9     26    -25.8    151    6.9        0
1430   456.1    6625    -10.0     23    -27.6    150    6.8        0
1435   454.9    6645    -10.1     25    -26.5    148    6.7        0
1440   453.7    6666    -10.3     25    -27.0    147    6.6        0
1445   452.5    6686    -10.4     24    -27.4    145    6.5        0
1450   451.3    6706    -10.5     24    -27.5    144    6.4        0
1455   450.1    6726    -10.5     24    -27.6    143    6.3        0
1457   449.7    6733    -10.6     24    -27.6    142    6.2     4096
1460   449.0    6746    -10.6     26    -26.8    142    6.2        0
1465   447.9    6764    -10.6     28    -25.7    141    6.1     2048
1470   446.8    6783    -10.7     31    -24.6    142    5.9     4096
1475   445.8    6801    -10.6     27    -26.2    143    5.8        0
1480   444.7    6820    -10.6     23    -28.0    144    5.7        0
1485   443.6    6839    -10.6     19    -30.0    145    5.6        0
1490   442.5    6859    -10.7     17    -31.6    146    5.5        0
1495   441.3    6878    -10.7     14    -33.6    146    5.3        0
1497   440.8    6886    -10.8     13    -34.5    146    5.3     4096
1500   440.2    6898    -10.9     13    -34.1    146    5.2        0
1505   438.9    6921    -11.0     15    -33.4    146    5.0        0
1510   437.7    6941    -11.2     16    -32.8    147    5.2        0
1515   436.5    6963    -11.4     19    -30.9    148    5.4        0
1520   435.2    6986    -11.6     22    -29.3    149    5.6        0
1524   434.2    7004    -11.7     25    -28.1    149    5.7     4096
1525   433.9    7009    -11.8     25    -28.2    149    5.7        0
1530   432.7    7029    -11.9     24    -28.6    150    5.8        0
1535   431.6    7049    -12.0     23    -29.1    151    5.8        0
1540   430.6    7068    -12.1     21    -30.1    151    5.8        0
1545   429.5    7087    -12.2     18    -31.8    152    5.8        0
1550   428.5    7105    -12.2     15    -34.0    152    5.6        0
1555   427.4    7123    -12.3     14    -34.9    152    5.5        0
1560   426.4    7142    -12.5     13    -35.5    152    5.3        0
1565   425.4    7160    -12.6     13    -36.2    153    5.2        0
1570   424.3    7180    -12.7     12    -36.6    152    5.2        0
1575   423.2    7199    -12.8     12    -37.1    152    5.3        0
1580   422.1    7219    -12.9     11    -37.6    152    5.3        0
1585   421.0    7239    -13.0     11    -38.3    152    5.4        0
1590   419.9    7259    -13.1     10    -39.1    153    5.0        0
1595   418.9    7278    -13.2      9    -39.7    153    4.7        0
1600   417.9    7296    -13.3      9    -40.3    154    4.4        0
1605   416.8    7316    -13.4      8    -41.0    155    4.1        0
1610   415.8    7335    -13.6      8    -41.3    156    4.1        0
1615   414.7    7355    -13.7      8    -41.5    157    4.1        0
1620   413.6    7374    -13.9      8    -41.8    158    4.1        0
1625   412.5    7394    -14.0      8    -42.0    159    4.1        0
1630   411.4    7414    -14.2      8    -42.1    159    4.1        0
1635   410.4    7433    -14.3      8    -42.3    160    4.2        0
1640   409.4    7452    -14.5      8    -42.5    160    4.3        0
1644   408.5    7468    -14.6      8    -42.6    160    4.3     4096
1645   408.3    7472    -14.7      8    -42.6    160    4.3        0
1650   407.3    7491    -14.8      8    -42.5    160    4.3        0
1655   406.2    7511    -15.0      8    -42.5    159    4.3        0
1660   405.2    7530    -15.2      9    -42.0    158    4.3        0
1665   404.2    7550    -15.3     10    -41.2    157    4.4        0
1670   403.2    7569    -15.5     10    -40.5    156    4.3        0
1675   402.2    7587    -15.7     11    -40.2    156    4.1        0
1680   401.2    7605    -15.9     11    -40.0    155    4.0        0
1685   400.2    7623    -16.0     12    -39.8    154    3.9     2048
1686   400.0    7628    -16.1     12    -39.7    155    4.0    65536
1690   399.1    7644    -16.2     12    -39.5    155    4.0        0
1695   398.0    7665    -16.4     13    -39.3    156    4.1        0
1700   397.0    7686    -16.5     13    -39.0    157    4.2        0
1705   395.9    7706    -16.7     14    -38.8    158    4.3        0
1710   394.8    7726    -16.8     14    -38.5    159    4.5        0
1715   393.8    7746    -16.9     14    -38.6    161    4.6        0
1720   392.7    7766    -17.0     14    -38.8    162    4.7        0
1725   391.7    7786    -17.1     14    -38.9    164    4.8        0
1730   390.6    7806    -17.2     14    -39.3    166    4.8        0
1735   389.6    7827    -17.3     13    -39.6    168    4.8        0
1740   388.5    7847    -17.5     13    -39.9    169    4.7        0
1745   387.5    7867    -17.6     13    -40.3    171    4.7        0
1750   386.4    7888    -17.7     12    -40.7    172    4.9        0
1755   385.3    7909    -17.8     12    -41.1    173    5.0        0
1760   384.2    7930    -17.9     12    -41.5    174    5.1        0
1765   383.2    7951    -18.0     11    -41.9    174    5.2        0
1770   382.1    7972    -18.1     11    -42.4    176    5.3        0
1775   381.0    7992    -18.2     10    -42.9    179    5.3        0
1780   379.9    8014    -18.3     10    -43.3    181    5.4        0
1785   378.9    8035    -18.4     10    -43.5    183    5.4     2048
1790   377.8    8056    -18.5     10    -43.6    182    5.4        0
1795   376.8    8076    -18.7     10    -43.7    180    5.4        0
1800   375.7    8098    -18.9     10    -43.7    179    5.4        0
1805   374.5    8121    -19.1     10    -43.7    178    5.4        0
1810   373.5    8142    -19.2     10    -43.7    177    5.4        0
1815   372.4    8164    -19.4     10    -43.7    176    5.4        0
1820   371.3    8186    -19.6     11    -43.6    176    5.5        0
1825   370.1    8209    -19.8     11    -43.7    175    5.5        0
1830   368.9    8233    -20.0     11    -43.8    176    5.4        0
1835   367.7    8257    -20.1     11    -43.8    176    5.3        0
1840   366.5    8281    -20.3     11    -43.8    177    5.1        0
1845   365.4    8305    -20.5     11    -43.8    178    5.0        0
1850   364.2    8329    -20.7     12    -43.8    176    5.1        0
1855   363.1    8352    -20.9     12    -43.8    175    5.2        0
1860   361.9    8376    -21.1     12    -43.8    173    5.3        0
1865   360.7    8401    -21.3     12    -44.0    172    5.4        0
1870   359.5    8425    -21.4     12    -44.3    171    5.5        0
1875   358.3    8450    -21.6     12    -44.5    170    5.7        0
1880   357.1    8474    -21.7     11    -44.8    170    5.9        0
1885   356.0    8498    -21.9     11    -45.1    169    6.1        0
1890   354.8    8522    -22.1     11    -45.3    170    6.3        0
1895   353.6    8546    -22.2     11    -45.6    170    6.4        0
1900   352.5    8570    -22.4     11    -45.7    171    6.6        0
1905   351.3    8594    -22.6     11    -45.7    171    6.7        0
1910   350.2    8618    -22.7     11    -45.7    172    6.8        0
1915   349.1    8641    -22.9     12    -45.5    173    6.9        0
1920   348.0    8664    -23.0     12    -45.1    173    7.0        0
1925   346.9    8687    -23.1     13    -44.7    174    7.1        0
1930   345.8    8711    -23.1     13    -44.8    175    7.4        0
1935   344.6    8735    -23.2     12    -45.1    176    7.6        0
1940   343.5    8759    -23.3     12    -45.4    176    7.9        0
1945   342.4    8782    -23.5     12    -45.6    177    8.1     2048
1950   341.3    8806    -23.6     12    -45.9    178    8.1        0
1955   340.2    8829    -23.8     12    -46.1    179    8.0        0
1960   339.1    8853    -24.0     12    -46.4    180    8.0        0
1965   338.1    8876    -24.2     11    -46.7    181    7.9        0
1970   337.0    8899    -24.4     12    -46.8    182    7.8        0
1975   335.9    8922    -24.6     12    -46.9    182    7.6        0
1980   334.8    8947    -24.8     12    -46.9    182    7.5        0
1985   333.6    8972    -25.0     12    -46.9    182    7.4        0
1990   332.5    8997    -25.2     12    -46.9    182    7.3        0
1995   331.3    9023    -25.4     12    -46.9    181    7.2        0
2000   330.2    9047    -25.5     12    -47.0    181    7.1        0
2005   329.1    9071    -25.7     12    -47.2    180    7.0        0
2010   328.1    9095    -25.9     12    -47.3    180    7.0        0
2015   327.0    9118    -26.1     13    -47.5    179    6.9        0
2020   326.0    9141    -26.3     13    -47.6    178    6.8        0
2025   324.9    9164    -26.5     13    -47.8    177    6.7        0
2030   323.8    9188    -26.7     13    -48.0    178    6.6        0
2035   322.8    9212    -26.9     12    -48.2    179    6.5        0
2040   321.8    9235    -27.1     12    -48.5    180    6.4        0
2045   320.7    9258    -27.2     12    -48.7    180    6.3        0
2050   319.8    9280    -27.4     12    -49.0    183    6.3        0
2055   318.8    9302    -27.5     12    -49.3    185    6.3        0
2060   317.8    9324    -27.7     11    -49.7    188    6.4        0
2065   316.8    9347    -27.9     11    -49.8    190    6.4        0
2070   315.8    9369    -28.0     11    -50.0    191    6.3        0
2075   314.8    9392    -28.2     11    -50.2    193    6.1        0
2080   313.9    9414    -28.4     12    -50.2    194    5.9        0
2085   312.9    9435    -28.6     12    -50.2    196    5.8        0
2090   311.9    9458    -28.8     12    -50.2    197    5.7        0
2095   311.0    9481    -29.1     12    -50.3    197    5.6        0
2100   310.0    9503    -29.3     12    -50.3    198    5.5        0
2105   309.1    9524    -29.5     12    -50.3    199    5.4        0
2110   308.1    9546    -29.7     13    -50.3    200    5.4        0
2115   307.1    9569    -29.9     13    -50.4    202    5.3        0
2120   306.2    9592    -30.1     13    -50.4    203    5.3        0
2125   305.2    9614    -30.3     13    -50.5    205    5.2     2048
2130   304.3    9636    -30.5     13    -50.5    207    5.2        0
2135   303.3    9659    -30.7     14    -50.6    209    5.2        0
2140   302.3    9681    -30.9     14    -50.7    211    5.2        0
2145   301.4    9704    -31.1     14    -50.7    213    5.2        0
2150   300.5    9725    -31.3     14    -50.8    215    5.3        0
2153   300.0    9736    -31.4     14    -50.8    215    5.3    65536
2155   299.6    9747    -31.5     14    -50.8    216    5.4        0
2160   298.7    9768    -31.7     14    -50.8    217    5.5        0
2165   297.8    9789    -31.9     15    -50.8    219    5.5        0
2170   296.9    9811    -32.0     15    -50.9    219    5.6        0
2175   296.0    9831    -32.2     15    -50.9    219    5.6        0
2180   295.2    9850    -32.4     15    -50.9    219    5.6        0
2185   294.4    9870    -32.5     15    -51.0    219    5.7        0
2190   293.5    9890    -32.7     15    -51.1    219    5.7        0
2195   292.7    9911    -32.9     16    -51.2    218    5.8        0
2200   291.9    9931    -33.0     16    -51.2    217    5.8        0
2205   291.0    9951    -33.1     16    -51.3    216    5.9        0
2210   290.2    9972    -33.2     16    -51.4    218    6.2        0
2215   289.3    9993    -33.3     16    -51.5    219    6.6        0
2220   288.4   10016    -33.5     16    -51.7    220    6.9        0
2225   287.4   10039    -33.6     16    -51.8    220    7.3        0
2230   286.5   10063    -33.8     16    -51.9    222    7.5        0
2235   285.5   10085    -33.9     16    -52.0    224    7.7        0
2240   284.7   10107    -34.1     16    -52.2    226    7.9        0
2245   283.8   10128    -34.3     15    -52.4    228    8.1        0
2250   283.0   10148    -34.5     15    -52.6    229    8.3        0
2255   282.1   10169    -34.7     15    -52.8    231    8.5        0
2260   281.3   10189    -34.8     15    -52.9    232    8.7        0
2265   280.5   10209    -35.0     16    -53.0    234    8.9        0
2270   279.7   10229    -35.2     16    -53.1    235    8.9        0
